Type,"Country Code","Series Code","Description"
Country-Series,"Romania (ROU)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Romania (ROU)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics"
Country-Series,"Romania (ROU)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Romania (ROU)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics"
Country-Series,"Russian Federation (RUS)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1992-2012 SIPRI estimates."
Country-Series,"Russian Federation (RUS)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1992-2012 SIPRI estimates."
Country-Series,"Russian Federation (RUS)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1998-2012 SIPRI estimates."
Country-Series,"Russian Federation (RUS)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Russian Federation (RUS)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Russian Federation (RUS)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE"
Country-Series,"Russian Federation (RUS)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Russian Federation (RUS)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE"
Country-Series,"Rwanda (RWA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Rwanda (RWA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Rwanda (RWA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Rwanda (RWA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Rwanda (RWA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Saudi Arabia (SAU)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1990-1991 & 2016-2018 SIPRI estimates."
Country-Series,"Saudi Arabia (SAU)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1990-1991 & 2016-2018 SIPRI estimates."
Country-Series,"Saudi Arabia (SAU)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1990-1991 & 2016-2018 SIPRI estimates."
Country-Series,"Saudi Arabia (SAU)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Saudi Arabia (SAU)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Saudi Arabia (SAU)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Saudi Arabia (SAU)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Saudi Arabia (SAU)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sudan (SDN)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1990-1993 & 1995 SIPRI estimates."
Country-Series,"Sudan (SDN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan."
Country-Series,"Sudan (SDN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan."
Country-Series,"Sudan (SDN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan."
Country-Series,"Sudan (SDN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sudan (SDN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan."
Country-Series,"Senegal (SEN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1979-1991 SIPRI estimates."
Country-Series,"Senegal (SEN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1979-1991 SIPRI estimates."
Country-Series,"Senegal (SEN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Senegal (SEN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Senegal (SEN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Senegal (SEN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Senegal (SEN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Singapore (SGP)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1970-1972 SIPRI estimates."
Country-Series,"Singapore (SGP)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1970-1972 SIPRI estimates."
Country-Series,"Singapore (SGP)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Singapore (SGP)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Singapore (SGP)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Department of Statistics Singapore, United Nations World Population Prospects"
Country-Series,"Singapore (SGP)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Singapore (SGP)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Department of Statistics Singapore, United Nations World Population Prospects"
Country-Series,"Solomon Islands (SLB)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Solomon Islands (SLB)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Solomon Islands (SLB)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Solomon Islands (SLB)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Solomon Islands (SLB)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sierra Leone (SLE)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2006-2011 SIPRI estimates."
Country-Series,"Sierra Leone (SLE)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2006-2011 SIPRI estimates."
Country-Series,"Sierra Leone (SLE)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2006-2011 SIPRI estimates."
Country-Series,"Sierra Leone (SLE)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Sierra Leone (SLE)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Sierra Leone (SLE)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sierra Leone (SLE)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sierra Leone (SLE)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"El Salvador (SLV)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1969 highly uncertain data. 1970-2001 & 2017 SIPRI estimates."
Country-Series,"El Salvador (SLV)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1969 highly uncertain data. 1970-2001 & 2017-2018 SIPRI estimates."
Country-Series,"El Salvador (SLV)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1990-2001 & 2017-2018 SIPRI estimates."
Country-Series,"El Salvador (SLV)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"El Salvador (SLV)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"El Salvador (SLV)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"El Salvador (SLV)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"El Salvador (SLV)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"San Marino (SMR)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"San Marino (SMR)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"San Marino (SMR)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"San Marino (SMR)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"San Marino (SMR)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"San Marino (SMR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat"
Country-Series,"San Marino (SMR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"San Marino (SMR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat"
Country-Series,"Somalia (SOM)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"Somalia (SOM)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"Somalia (SOM)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"Somalia (SOM)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"Somalia (SOM)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"Somalia (SOM)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Somalia (SOM)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Somalia (SOM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Somalia (SOM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Somalia (SOM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Serbia (SRB)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2012-2018 SIPRI estimates."
Country-Series,"Serbia (SRB)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2012-2018 SIPRI estimates."
Country-Series,"Serbia (SRB)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2012-2018 SIPRI estimates."
Country-Series,"Serbia (SRB)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. Including Kosovo."
Country-Series,"Serbia (SRB)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Including Kosovo."
Country-Series,"Serbia (SRB)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Council of Europe, INED"
Country-Series,"Serbia (SRB)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Serbia (SRB)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Council of Europe, INED"
Country-Series,"South Sudan (SSD)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"South Sudan (SSD)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"South Sudan (SSD)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"South Sudan (SSD)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"South Sudan (SSD)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"South Sudan (SSD)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"South Sudan (SSD)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"South Sudan (SSD)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"South Sudan (SSD)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"South Sudan (SSD)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"São Tomé and Principe (STP)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"São Tomé and Principe (STP)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"São Tomé and Principe (STP)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"São Tomé and Principe (STP)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"São Tomé and Principe (STP)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Suriname (SUR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Suriname (SUR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Suriname (SUR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Suriname (SUR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Suriname (SUR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Slovak Republic (SVK)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Slovak Republic (SVK)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Slovak Republic (SVK)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, United Nations World Population Prospects, Council of Europe"
Country-Series,"Slovak Republic (SVK)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Slovak Republic (SVK)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, United Nations World Population Prospects, Council of Europe"
Country-Series,"Slovenia (SVN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1992-1994 SIPRI estimates."
Country-Series,"Slovenia (SVN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1992-1994 SIPRI estimates."
Country-Series,"Slovenia (SVN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Slovenia (SVN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Slovenia (SVN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat"
Country-Series,"Slovenia (SVN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Slovenia (SVN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat"
Country-Series,"Sweden (SWE)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1979 & 1989-1991 SIPRI estimates."
Country-Series,"Sweden (SWE)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1979 & 1989-1991 SIPRI estimates."
Country-Series,"Sweden (SWE)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Sweden (SWE)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Sweden (SWE)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
Country-Series,"Sweden (SWE)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Sweden (SWE)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
Country-Series,"Eswatini (SWZ)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1977-1995, 2008,  2010-2011 & 2015 SIPRI estimates. 2016-2018 highly uncertain data."
Country-Series,"Eswatini (SWZ)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1977-1995, 2008,  2010-2011 & 2015 SIPRI estimates. 2016-2018 highly uncertain data."
Country-Series,"Eswatini (SWZ)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1988-1995, 2008,  2010-2011 & 2015 SIPRI estimates. 2016-2018 highly uncertain data."
Country-Series,"Eswatini (SWZ)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Eswatini (SWZ)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Eswatini (SWZ)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Eswatini (SWZ)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Eswatini (SWZ)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Sint Maarten (Dutch part) (SXM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles"
Country-Series,"Sint Maarten (Dutch part) (SXM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Sint Maarten (Dutch part) (SXM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles"
Country-Series,"Seychelles (SYC)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Seychelles (SYC)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Seychelles (SYC)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: National Bureau of Statistics"
Country-Series,"Seychelles (SYC)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Seychelles (SYC)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: National Bureau of Statistics"
Country-Series,"Syrian Arab Republic (SYR)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1969 & 1986-1992 SIPRI estimates."
Country-Series,"Syrian Arab Republic (SYR)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1969 & 1986-1992 SIPRI estimates."
Country-Series,"Syrian Arab Republic (SYR)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1990-1992 SIPRI estimates."
Country-Series,"Syrian Arab Republic (SYR)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"Syrian Arab Republic (SYR)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"Syrian Arab Republic (SYR)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"Syrian Arab Republic (SYR)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"Syrian Arab Republic (SYR)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"Syrian Arab Republic (SYR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Syrian Arab Republic (SYR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Syrian Arab Republic (SYR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Syrian Arab Republic (SYR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Syrian Arab Republic (SYR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chad (TCD)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Chad (TCD)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Chad (TCD)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chad (TCD)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chad (TCD)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Togo (TGO)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1961-1976 & 1980 SIPRI estimates. 1991 highly uncertain data."
Country-Series,"Togo (TGO)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1961-1976 & 1980 SIPRI estimates. 1991 highly uncertain data."
Country-Series,"Togo (TGO)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1991 highly uncertain data."
Country-Series,"Togo (TGO)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Togo (TGO)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Togo (TGO)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Togo (TGO)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Togo (TGO)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Thailand (THA)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1999 SIPRI estimates."
Country-Series,"Thailand (THA)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1999 SIPRI estimates."
Country-Series,"Thailand (THA)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1995-1999 SIPRI estimates."
Country-Series,"Thailand (THA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Thailand (THA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Thailand (THA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Thailand (THA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Thailand (THA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tajikistan (TJK)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Tajikistan (TJK)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Tajikistan (TJK)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tajikistan (TJK)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tajikistan (TJK)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkmenistan (TKM)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"Turkmenistan (TKM)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"Turkmenistan (TKM)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"Turkmenistan (TKM)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"Turkmenistan (TKM)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"Turkmenistan (TKM)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Turkmenistan (TKM)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
